---config@码表分类=主码-系统码表
---config@码表别名= 系统词库
啊	a
飘飘欲仙	ppyx
撇嘴	ppz
撇嘴	ppzv
脾气	pq
旁敲侧击	pqcj
平起平坐	pqpz
喷气式	pqu
喷气式	pqui
骗人	pr
庞然大物	prdw
判若两人	prlr
皮肉之苦	prvk
旁若无人	prwr
怦然心动	prxd
判若云泥	pryn
配送	ps
蒲松龄	psl
蒲松龄	pslk
平台	pt
滂沱大雨	ptdy
铺天盖地	ptgd
劈头盖脸	ptgl
蓬头垢面	ptgm
普通话	pth
破天荒的	pthd
破天荒	pthl
普通话	pthx
抛头露面	ptlm
破铜烂铁	ptlt
品头论足	ptlz
普通人	ptr
普通人	ptrf
披头散发	ptsf
葡萄糖	ptt
葡萄糖	ptth
普天同庆	pttq
普陀山	ptu
普陀山	ptuj
破涕为笑	ptwx
排他性	ptx
排他性	ptxk
葡萄牙	pty
葡萄牙	ptya
普	pu
匍	pub
匍	pubf
扑鼻	pubi
平时不努力	publ
普遍	pubm
普	pubo
瀑布	pubu
平时不烧香	pubx
葡	puc
蒲	pucf
莆	pucf
菩	puck
瀑	pud
濮	pud
扑打	puda
溥	pudc
浦	pudf
排山倒海	pudh
铺垫	pudm
浦东	puds
瀑	pudu
普洱	pue
普洱	puer
扑	puf
普法	pufa
扑	pufb
扑粉	puff
匍匐	pufu
铺盖	pug
铺盖	pugd
曝光	pugl
扑火	puh
扑火	puho
普查	pui
普查	puia
铺陈	puif
扑哧	puii
拍手称快	puik
铺床	puil
铺	puj
镤	pujf
普及	puji
扑救	pujq
噗	puk
铺开	pukd
扑克	puke
圃	pukf
扑空	puks
铺路	pul
扑来	puld
铺路	pulu
朴	pum
朴	pumb
铺满	pumj
扑朔迷离	puml
铺面	pumm
曝	puo
脯	puof
曝	puou
铺平	pup
铺平	pupk
婆说婆有理	pupl
谱曲	puq
铺砌	puqi
谱曲	puqu
仆	pur
仆	purb
仆人	purf
堡	purt
菩萨	pus
菩萨	pusa
朴素	pusu
埔	put
葡萄	putc
墣	putf
扑腾	putg
菩提	puti
普陀	puto
蒲团	putr
普通	puts
朴实	puu
扑杀	puua
铺设	puue
朴实	puui
蒲扇	puuj
普照	puv
普照	puvc
铺张	puvh
璞	puw
朴实无华	puwh
铺位	puww
谱写	pux
萍水相逢	puxf
扑向	puxl
谱写	puxp
普选	puxr
谱	puy
溥仪	puyi
谱	puyo
蹼	puz
蹼	puzf
铺子	puzi
配置	pv
皮之不存	pvbc
破绽百出	pvbi
旁征博引	pvby
品种繁多	pvfd
破折号	pvh
破折号	pvhc
铺张浪费	pvlf
怕只怕	pvp
怕只怕	pvpa
抛砖引玉	pvyy
配	pw
配备	pwb
赔本	pwbf
配比	pwbi
陪伴	pwbj
配备	pwbw
配餐	pwcj
沛	pwd
佩刀	pwdc
佩戴	pwdd
沛	pwdl
配电	pwdm
赔掉	pwdn
陪读	pwdu
配对	pwdv
陪	pwe
配额	pwee
陪	pwek
裴	pwf
配发	pwfa
配方	pwfh
旆	pwfl
佩服	pwfu
裴	pwfy
配股	pwg
配股	pwgu
配合	pwh
配好	pwhc
配合	pwhe
陪护	pwhu
赔偿	pwi
陪衬	pwif
赔偿	pwih
配给	pwji
配件	pwjm
陪酒	pwjq
配角	pwjt
陪嫁	pwjx
赔	pwk
呸	pwka
陪客	pwke
赔	pwkk
呸	pwkp
赔款	pwkr
赔了	pwl
赔了	pwle
赔礼	pwli
陪练	pwlm
配料	pwln
赔率	pwlv
胚	pwo
胚	pwoa
胚	pwop
配偶	pwou
陪陪	pwp
陪陪	pwpw
赔钱	pwq
赔钱	pwqm
配曲	pwqu
佩	pwr
佩	pwrj
配色	pwse
配送	pwss
培	pwt
陪她	pwta
配套	pwtc
胚胎	pwtd
培	pwtk
陪同	pwts
配图	pwtu
配售	pwu
陪审	pwuf
配上	pwuh
配售	pwuz
配置	pwv
陪着	pwve
配置	pwvi
培训	pwx
配戏	pwxi
培训	pwxy
霈	pwy
配音	pwyb
配药	pwyc
陪夜	pwye
培养	pwyh
配	pwyj
霈	pwyl
配乐	pwyt
培育	pwyu
赔罪	pwz
陪葬	pwzh
赔罪	pwzv
培训	px
披星戴月	pxdy
平心而论	pxel
品学兼优	pxjy
平行线	pxx
平行线	pxxm
偏信则暗	pxza
拼音	py
疲于奔命	pybm
漂洋过海	pygh
鄱阳湖	pyh
鄱阳湖	pyhu
排忧解难	pyjn
平易近人	pyjr
平庸之辈	pyvb
片言只语	pyvy
便宜无好货	pywh
疲于应付	pyyf
剖	pz
掊	pzfk
剖腹	pzfu
剖开	pzk
剖开	pzkd
剖	pzl
剖	pzld
剖面	pzm
迫在眉睫	pzmj
剖面	pzmm
剖析	pzx
剖析	pzxi
去	q
亲爱	qa
亲爱的	qad
亲爱的	qade
乞哀告怜	qagl
弃暗投明	qatm
亲	qb
亲爱	qba
亲爱	qbai
寝	qbb
亲笔	qbbi
寝	qbby
芹	qbc
芹菜	qbcd
钦赐	qbci
芹	qbcj
芩	qbcv
沁	qbd
溱	qbdh
钦定	qbdk
侵夺	qbdo
亲爹	qbdp
穷兵黩武	qbdw
沁	qbdx
亲耳	qber
秦	qbf
擒	qbfd
勤奋	qbff
秦	qbfh
侵犯	qbfj
揿	qbfr
敲边鼓	qbg
敲边鼓	qbgu
岂不怪哉	qbgz
侵害	qbh
侵害	qbhd
亲和	qbhe
秦汉	qbhj
擒获	qbho
侵华	qbhx
钦差	qbi
秦朝	qbic
钦差	qbid
泣不成声	qbiu
钦	qbj
亲近	qbjb
勤俭	qbjm
钦	qbjr
噙	qbk
噙	qbkd
勤恳	qbkf
嗪	qbkh
勤快	qbkk
岂不可惜	qbkx
亲口	qbkz
勤劳	qbl
亲临	qblb
勤劳	qblc
亲历	qbli
秦岭	qblk
勤练	qblm
侵略	qblt
亲密	qbmi
钦命	qbmk
勤勉	qbmm
钦慕	qbmu
勤	qbn
擒拿	qbna
亲昵	qbni
勤	qbnl
钦佩	qbp
亲朋	qbpg
琴谱	qbpu
钦佩	qbpw
瞧不起	qbq
亲亲	qbqb
亲戚	qbqi
亲情	qbqk
秦腔	qbql
亲切	qbqp
侵权	qbqr
侵	qbr
侵扰	qbrc
禽	qbrd
亲热	qbre
亲人	qbrf
侵入	qbru
衾	qbry
琴瑟	qbs
琴瑟	qbse
侵吞	qbt
侵吞	qbty
岂不是	qbu
亲身	qbuf
亲生	qbug
寝室	qbui
亲善	qbuj
亲属	qbuu
禽兽	qbuz
却不知	qbv
噙着	qbve
勤政	qbvg
岂不知	qbvi
侵占	qbvj
擒住	qbvu
琴	qbw
亲吻	qbwf
亲王	qbwh
千变万化	qbwh
勤务	qbwu
琴	qbwv
覃	qbx
亲信	qbxb
侵袭	qbxi
勤学	qbxt
覃	qbxu
亲眼	qby
亲眼	qbyj
祛病延年	qbyn
秦俑	qbys
勤于	qbyu
亲友	qbyz
亲自	qbz
勤杂	qbza
翘辫子	qbzi
情不自禁	qbzj
亲嘴	qbzv
其次	qc
强词夺理	qcdl
群策群力	qcql
遣词造句	qczj
确定	qd
裙带关系	qdgx
恰到好处	qdhi
情窦初开	qdik
枪打出头鸟	qdin
屈打成招	qdiv
拳打脚踢	qdjt
瞧得起	qdq
瞧得起	qdqi
巧夺天工	qdtg
求大同，存小异	qdty
墙倒众人推	qdvt
千刀万剐	qdwg
千叮万嘱	qdwv
确定性	qdx
确定性	qdxk
全额	qe
锲而不舍	qebu
取而代之	qedv
妻儿老小	qelx
千恩万谢	qewx
轻而易举	qeyj
缺乏	qf
千方百计	qfbj
棋逢对手	qfdu
情非得已	qfdy
前赴后继	qfhj
前俯后仰	qfhy
凄风苦雨	qfky
巧妇难为无米之炊	qfni
潜伏期	qfq
潜伏期	qfqi
秋风送爽	qfsu
千夫所指	qfsv
秋风扫落叶	qfsy
千分之	qfv
千分之	qfvi
切肤之痛	qfvt
千分之一	qfvy
全副武装	qfwv
确非易事	qfyu
奇怪	qg
穷光蛋	qgd
穷光蛋	qgdj
奇怪的是	qgdu
曲高和寡	qghg
气贯长虹	qgih
强弓劲弩	qgjn
前功尽弃	qgjq
勤工俭学	qgjx
奇怪了	qgl
奇怪了	qgle
轻歌曼舞	qgmw
清官难断家务事	qgnu
倾国倾城	qgqi
桥归桥，路归路	qgql
秋高气爽	qgqu
窃国者侯	qgvh
窃钩者诛	qgvv
旗鼓相当	qgxd
敲骨吸髓	qgxs
气管炎	qgy
奇光异彩	qgyc
气管炎	qgyj
棋高一着	qgyv
潜规则	qgz
潜规则	qgze
切换	qh
青黄不接	qhbj
七荤八素	qhbs
欺行霸市	qhbu
千回百转	qhbv
秦皇岛	qhd
秦皇岛	qhdc
气呼呼	qhh
气呼呼	qhhu
前呼后拥	qhhy
奇货可居	qhkj
亲和力	qhl
亲和力	qhli
骑虎难下	qhnx
秋后算账	qhsv
秋海棠	qht
秋海棠	qhth
秋毫无犯	qhwf
千呼万唤	qhwh
奇花异草	qhyc
情何以堪	qhyk
漆黑一团	qhyt
青红皂白	qhzb
前后左右	qhzy
其	qi
七	qia
妻	qian
鳍	qiao
七	qiav
岂不	qib
起爆	qibc
七百	qibd
取长补短	qibd
起笔	qibi
骑兵	qibk
千疮百孔	qibk
千锤百炼	qibl
起步	qibu
齐备	qibw
蕲	qic
芑	qic
起草	qicc
器材	qicd
葺	qice
其次	qici
凄惨	qicj
荠	qicl
萋	qicn
芪	qicu
七寸	qicy
柒	qid
漆	qid
淇	qidb
祈祷	qidc
期待	qidd
沏	qidd
启迪	qidi
契丹	qidj
奇	qidk
泣	qidl
起点	qidm
凄	qidn
汽	qidq
奇耻大辱	qidr
启动	qids
气度	qidu
岂	qie
企鹅	qiee
倾巢而出	qiei
屺	qiej
崎	qiek
亓	qiel
岐	qiey
旗	qif
启发	qifa
旗	qifb
契	qifd
气氛	qiff
气愤	qiff
启封	qifg
期房	qifh
欺负	qifu
起伏	qifu
起飞	qifw
麒	qig
麒	qigb
乞丐	qigd
牵肠挂肚	qigd
七个	qige
汽缸	qigh
岂敢	qigj
奇怪	qigk
器官	qigr
气功	qigs
启	qih
旗号	qihc
契合	qihe
气坏	qihk
期货	qiho
奇幻	qihr
起哄	qihs
漆黑	qihw
气候	qihz
沏茶	qiia
倾巢出动	qiid
汽车	qiie
启程	qiig
气场	qiih
启齿	qiii
起床	qiil
气喘	qiir
起初	qiiu
颀	qij
迄今	qijb
轻车简从	qijc
奇迹	qiji
契机	qiji
期间	qijm
起脚	qijn
气节	qijp
颀	qijr
气绝	qijt
器具	qiju
起家	qijx
器	qik
岂可	qike
岂肯	qikf
期刊	qikj
器	qikk
气孔	qiks
凄苦	qiku
耆	qil
麒麟	qilb
起来	qild
凄冷	qilg
起立	qili
欺凌	qilk
凄凉	qill
气量	qill
岂料	qiln
起落	qilo
气流	qilq
歧路	qilu
七律	qilv
棋	qim
骑	qim
起码	qima
器皿	qimb
骐	qimb
起锚	qimc
气门	qimf
启蒙	qimg
凄迷	qimi
杞	qimj
起名	qimk
奇妙	qimn
期末	qimo
栖	qimx
奇谋	qimz
岂能	qin
气恼	qinc
岂能	qing
气囊	qinh
妻女	qinv
气馁	qinw
脐	qio
脐	qiol
气	qip
祈	qip
奇葩	qipa
祺	qipb
旗袍	qipc
气泡	qipc
气派	qipd
祁	qipe
期盼	qipj
齐平	qipk
欺骗	qipm
期票	qipn
气魄	qipo
棋谱	qipu
乞	qipv
欺	qiq
憩	qiq
其	qiqb
气枪	qiql
七千	qiqm
蹊跷	qiqn
期	qiqo
妻妾	qiqp
气球	qiqq
齐全	qiqr
奇缺	qiqt
崎岖	qiqu
綦	qiqx
企	qir
气人	qirf
凄然	qirj
欺辱	qiru
企	qirv
绮	qis
棋赛	qisd
气色	qise
气死	qisi
前程似锦	qisj
绮	qisk
其所	qiso
起诉	qisu
起	qit
其他	qita
乞讨	qitc
气态	qitd
奇特	qite
切齿痛恨	qith
气体	qiti
圻	qitj
汽艇	qitk
七天	qitm
起跳	qitn
气团	qitr
畦	qitt
企图	qitu
起头	qitz
砌	qiu
碶	qiud
起身	qiuf
齐声	qiug
其实	qiui
轻车熟路	qiul
碛	qiur
气数	qiuu
汽水	qiuv
棋手	qiuz
歧	qiv
欺诈	qiva
七折	qive
齐整	qivg
气质	qivi
前车之鉴	qivj
气壮	qivl
其中	qivs
浅尝辄止	qivv
歧	qivy
齐	qiw
琪	qiwb
弃	qiwc
气温	qiwf
期望	qiwh
七万	qiwj
琦	qiwk
齐	qiwl
气味	qiww
戚	qiwx
期限	qix
齐心	qixb
气冲霄汉	qixh
气息	qixi
气象	qixl
期限	qixm
奇效	qixn
器械	qixp
气血	qixt
期许	qixu
旗下	qixx
气喘吁吁	qixx
讫	qiy
气压	qiya
起因	qiyb
企业	qiye
歧义	qiyi
起义	qiyi
气焰	qiyj
弃婴	qiyk
青出于蓝	qiyl
讫	qiyq
起源	qiyr
启用	qiys
七月	qiyt
其余	qiyu
汽油	qiyz
蹊	qiz
起早	qizc
骑在	qizd
妻子	qizi
迄	qizq
气走	qizz
期间	qj
气急败坏	qjbh
千娇百媚	qjbm
千斤顶	qjd
倾家荡产	qjdi
千斤顶	qjdk
缺斤短两	qjdl
全军覆没	qjfm
清洁工	qjg
清洁工	qjgs
前倨后恭	qjhg
情景交融	qjjr
勤俭节约	qjjy
千斤买笑	qjmx
强奸民意	qjmy
请君入瓮	qjrw
前几天	qjt
前几天	qjtm
曲径通幽	qjty
强将手下无弱兵	qjub
千钧重负	qjvf
齐家治国	qjvg
秦晋之好	qjvh
情急智生	qjvu
轻举妄动	qjwd
千家万户	qjwh
穷极无聊	qjwl
千军万马	qjwm
欺君罔上	qjwu
迄今为止	qjwv
千金小姐	qjxj
取决于	qjy
千钧一发	qjyf
千军易得，一将难求	qjyq
强加于人	qjyr
取决于	qjyu
琼浆玉液	qjyy
请	qk
情况	qk
情爱	qkai
请安	qkan
顷	qkb
情报	qkbc
清白	qkbd
轻便	qkbm
轻薄	qkbo
顷	qkbr
擎	qkc
情操	qkcc
青菜	qkcd
清册	qkce
清仓	qkch
请辞	qkci
擎	qkcu
清脆	qkcv
清	qkd
青岛	qkdc
情敌	qkdi
轻敌	qkdi
清单	qkdj
清点	qkdm
情调	qkdn
清	qkdo
轻度	qkdu
旗开得胜	qkdu
青	qkf
青	qkfo
轻浮	qkfu
庆	qkg
清高	qkgc
庆	qkgd
情歌	qkge
情感	qkgj
青光	qkgl
清官	qkgr
轻功	qkgs
青海	qkhd
庆贺	qkhe
情怀	qkhk
清华	qkhx
轻	qki
清查	qkia
清朝	qkic
清澈	qkie
清晨	qkif
倾城	qkig
情场	qkih
蜻	qkio
清楚	qkiu
清除	qkiu
青春	qkiy
清静	qkj
请进	qkjb
情景	qkjk
请柬	qkjm
请教	qkjn
情节	qkjp
清洁	qkjp
请假	qkjx
情况	qkk
请客	qkke
请看	qkkj
轻快	qkkk
情况	qkkl
清空	qkks
巧克力	qkl
青睐	qkld
穷困潦倒	qkld
晴朗	qklh
清理	qkli
轻灵	qklk
清凉	qkll
亲	qklm
情侣	qklv
青楼	qklz
清明	qkm
清明	qkmk
青年	qkn
青年	qknm
晴	qko
晴	qkoo
卿	qkp
卿	qkpe
清屏	qkpk
氢	qkq
氢	qkqg
轻轻	qkqk
氰	qkqo
请求	qkqq
情趣	qkqu
倾	qkr
情人	qkrf
倩	qkro
倾	qkrr
轻柔	qkrz
青涩	qks
青色	qkse
清算	qksr
轻松	qkss
倾诉	qksu
蜻蜓	qkt
青苔	qktd
倾听	qktk
蜻蜓	qktk
晴天	qktm
轻佻	qktn
请帖	qktp
倾吐	qktu
磬	qku
罄	qkuf
轻声	qkug
轻伤	qkuh
请示	qkui
轻率	qkuk
清爽	qkul
情书	qkuu
清水	qkuv
箐	qkv
清蒸	qkvg
箐	qkvo
轻重	qkvs
庆祝	qkvu
青蛙	qkwa
请问	qkwf
晴空万里	qkwl
穷寇勿追	qkwv
轻微	qkww
情	qkx
清新	qkxb
轻信	qkxb
清晰	qkxi
情形	qkxk
清醒	qkxk
清香	qkxl
清闲	qkxm
情	qkxo
倾斜	qkxp
清秀	qkxq
情绪	qkxu
请	qky
轻易	qkyi
轻盈	qkyk
请	qkyo
情愿	qkyr
情欲	qkyu
清早	qkz
清早	qkzc
青藏	qkzh
请坐	qkzo
强	ql
枪毙	qlb
强暴	qlbc
墙壁	qlbi
七零八落	qlbl
墙边	qlbm
七老八十	qlbu
蔷	qlc
蔷	qlck
强大	qld
强大	qlda
强盗	qldc
敲锣打鼓	qldg
强敌	qldi
其利断金	qldj
强调	qldn
抢夺	qldo
强度	qldu
强队	qldv
枪林弹雨	qldy
抢	qlf
枪法	qlfa
墙缝	qlfg
抢	qlfv
强	qlg
墙根	qlgf
强	qlgi
枪杆	qlgj
抢光	qlgl
强国	qlgo
枪管	qlgr
抢购	qlgz
戕害	qlhd
强横	qlhg
强悍	qlhj
强化	qlhx
秦楼楚馆	qlig
锵	qljc
枪击	qlji
强劲	qljk
强奸	qljm
墙角	qljn
抢劫	qljp
抢救	qljq
黔驴技穷	qljq
枪决	qljt
强加	qljx
呛	qlk
呛	qlkv
枪口	qlkz
强烈	qll
强邻	qllb
强力	qlli
强令	qllk
强烈	qllp
抢掠	qllt
枪	qlm
千里马	qlma
樯	qlmk
墙面	qlmm
枪	qlmv
嫱	qln
嫱	qlnk
腔	qlo
腔	qlog
襁	qlp
枪炮	qlpc
抢拍	qlpd
戕	qlpg
襁	qlpi
强迫	qlpo
强求	qlq
抢亲	qlqb
强强	qlql
抢钱	qlqm
强求	qlqq
强权	qlqr
亲力亲为	qlqw
强人	qlrf
强弱	qlro
其乐融融	qlrr
千里送鹅毛	qlsm
墙	qlt
枪膛	qlth
抢滩	qltj
墙	qltk
枪托	qlto
千里迢迢	qltt
墙头	qltz
抢手	qlu
枪杀	qlua
强身	qluf
强盛	qlug
墙上	qluh
强势	qlui
枪栓	qlur
呛水	qluv
枪手	qluz
墙纸	qlv
千里之堤	qlvd
强者	qlve
强震	qlvf
强制	qlvi
抢占	qlvj
强壮	qlvl
抢注	qlvu
情理之中	qlvv
千里之行	qlvx
墙外	qlwd
强吻	qlwf
其乐无穷	qlwq
群龙无首	qlwu
蔷薇	qlww
歧路亡羊	qlwy
前列腺	qlx
强行	qlxk
强项	qlxl
抢先	qlxm
强效	qlxn
枪械	qlxp
抢修	qlxq
羌	qly
全力以赴	qlyf
羟	qlyg
抢眼	qlyj
强硬	qlyk
千里姻缘一线牵	qlyq
强于	qlyu
羌	qlyv
琼楼玉宇	qlyy
跄	qlz
妻离子散	qlzs
羌族	qlzu
跄	qlzv
抢走	qlzz
前	qm
前面	qm
歉	qmb
骞	qmb
钱包	qmbc
前	qmbd
铅笔	qmbi
牵绊	qmbj
前边	qmbm
浅薄	qmbo
歉	qmbr
前辈	qmbw
其貌不扬	qmby
茜	qmc
荨	qmcc
钱财	qmcd
浅层	qmcg
潜藏	qmch
前次	qmci
芊	qmcq
芡	qmcr
茜	qmcx
浅	qmd
签到	qmdc
钱袋	qmdd
签单	qmdj
奇门遁甲	qmdj
签订	qmdk
牵	qmdn
潜	qmdo
欠	qmdr
牵动	qmds
迁都	qmdu
轻描淡写	qmdx
嵌	qme
前额	qmee
阡	qmeq
嵌	qmer
扦	qmf
签发	qmfa
芡粉	qmff
前锋	qmfg
前方	qmfh
遣返	qmfj
掮	qmfo
扦	qmfq
潜伏	qmfu
欠费	qmfw
牵挂	qmg
谦恭	qmgs
千古	qmgu
牵挂	qmgx
黔	qmh
浅海	qmhd
谦和	qmhe
浅黄	qmhl
浅红	qmhs
浅灰	qmhv
虔	qmhw
前后	qmhz
堑	qmi
牵扯	qmie
前尘	qmif
前程	qmig
虔诚	qmig
前场	qmih
堑	qmit
钱	qmj
铅	qmj
前进	qmjb
钳	qmjg
钱	qmjj
前景	qmjk
浅见	qmjm
前脚	qmjn
迁就	qmjq
钎	qmjq
迁居	qmju
钤	qmjv
欠佳	qmjx
乾坤	qmk
千克	qmke
欠款	qmkr
乾坤	qmky
千里	qml
前来	qmld
潜力	qmli
浅蓝	qmlj
牵连	qmlm
前列	qmlp
潜流	qmlq
乾隆	qmls
浅绿	qmlv
群魔乱舞	qmlw
前轮	qmly
浅陋	qmlz
前面	qmm
前门	qmmf
千米	qmmi
签名	qmmk
前面	qmmm
阡陌	qmmo
千年	qmn
潜能	qmng
前年	qmnm
迁怒	qmnu
倩女	qmnv
千	qmp
前排	qmpd
千	qmpu
前期	qmq
前期	qmqi
牵强	qmql
浅浅	qmqm
千秋	qmqq
欠缺	qmqt
前去	qmqu
仟	qmr
前任	qmrf
谦让	qmrh
前日	qmri
歉然	qmrj
倩	qmro
仟	qmrq
嵌入	qmru
缱	qms
浅色	qmse
遣散	qmsj
纤	qmsq
遣送	qmss
缱	qmsz
嵌套	qmt
潜逃	qmtc
前台	qmtd
前提	qmti
浅谈	qmtj
潜艇	qmtk
前天	qmtm
欠条	qmtn
欠妥	qmto
前途	qmtu
前腿	qmtv
牵头	qmtz
乾	qmu
前哨	qmuc
牵涉	qmue
前身	qmuf
前生	qmug
前世	qmui
乾	qmuq
签署	qmuu
潜水	qmuv
牵手	qmuz
签	qmv
签	qmva
前兆	qmvc
欠债	qmvd
前者	qmve
牵着	qmve
签证	qmvg
签章	qmvh
前置	qmvi
潜质	qmvi
前瞻	qmvj
犬马之劳	qmvl
青梅竹马	qmvm
前传	qmvr
签注	qmvu
前缀	qmvv
千万	qmw
千瓦	qmwa
前往	qmwh
千万	qmwj
亲密无间	qmwj
钱物	qmwu
前卫	qmww
潜心	qmxb
前夕	qmxi
前行	qmxk
浅显	qmxm
浅笑	qmxn
前些	qmxp
前胸	qmxs
悭	qmxt
谦虚	qmxu
谦逊	qmxy
谦	qmy
牵引	qmyb
前夜	qmye
迁移	qmyi
前沿	qmyj
前言	qmyj
倩影	qmyk
谦	qmyn
千元	qmyr
潜泳	qmys
签约	qmyt
谴	qmyz
迁	qmz
潜在	qmzd
谴责	qmze
签字	qmzi
遣	qmzk
迁	qmzq
前奏	qmzz
欠揍	qmzz
桥	qn
翘	qna
翘	qnax
窍	qnb
侨胞	qnbc
峭壁	qnbi
勤能补拙	qnbv
荞	qnc
青年才俊	qncj
荞	qncl
憔悴	qncv
敲打	qnd
敲打	qnda
敲定	qndk
敲掉	qndn
桥洞	qnds
桥墩	qndy
峭	qne
峤	qnel
峭	qneo
撬	qnf
撬	qnfm
樵夫	qnfu
巧	qng
鞘	qngo
巧	qngv
轻诺寡信	qngx
巧合	qnh
巧合	qnhe
翘楚	qni
翘楚	qniu
锹	qnj
巧劲	qnjb
锹	qnjh
敲击	qnji
瞧见	qnjm
侨居	qnju
翘课	qnk
撬开	qnkd
翘课	qnke
桥梁	qnl
俏丽	qnli
桥梁	qnll
敲锣	qnlo
橇	qnm
侨民	qnmb
荞麦	qnmd
窍门	qnmf
樵	qnmh
桥	qnml
橇	qnmm
巧妙	qnmn
乔木	qnmu
瞧	qno
瞧	qnoh
俏皮	qnp
桥牌	qnpd
俏皮	qnpi
敲破	qnpo
瞧瞧	qnq
翘起	qnqi
乔迁	qnqm
悄悄	qnqn
瞧去	qnqu
俏	qnr
悄然	qnrj
侨	qnrl
俏	qnro
桥头	qnt
桥头	qntz
壳	qnu
雀	qnuf
悄声	qnug
壳	qnuj
翘首	qnuz
敲诈	qnv
敲诈	qnva
瞧着	qnve
乔装	qnvl
强弩之末	qnvm
敲钟	qnvs
七年之痒	qnvy
敲	qnw
敲	qnwy
悄	qnx
憔	qnxh
敲响	qnxl
悄	qnxo
倾囊相授	qnxu
乔	qny
谯	qnyh
巧言	qnyj
乔	qnyl
诮	qnyo
迁怒于人	qnyr
巧遇	qnyu
跷	qnz
跷	qnzw
且	qp
窃案	qpa
窃案	qpan
窃	qpb
七拼八凑	qpbc
窃	qpbd
且不	qpbu
茄	qpc
切菜	qpcd
茄	qpck
切磋	qpco
切断	qpd
切断	qpdr
倾盆大雨	qpdy
挈	qpf
切分	qpff
挈	qpfu
切割	qpg
切割	qpge
窃国	qpgo
俏皮话	qph
切合	qphe
前仆后继	qphj
切换	qphr
俏皮话	qphx
亲朋好友	qphy
切除	qpi
切成	qpig
怯场	qpih
切齿	qpii
切除	qpiu
锲	qpj
锲	qpjd
切记	qpji
切开	qpk
切开	qpkd
且看	qpkj
切块	qpkk
切口	qpkz
妾	qpl
且	qpla
前怕狼，后怕虎	qplh
妾	qpln
且慢	qpm
切脉	qpmd
窃密	qpmi
且慢	qpmj
切面	qpmm
怯懦	qpn
怯懦	qpno
轻飘飘	qpp
切片	qppm
轻飘飘	qppn
切	qpq
猰	qpqd
枪炮齐鸣	qpqm
窃取	qpqu
伽	qpr
伽	qprk
怯弱	qpro
切入	qpru
切碎	qps
切丝	qpsi
切碎	qpsv
趄	qpt
切题	qpti
窃听	qptk
趄	qptq
切身	qpu
切身	qpuf
怯生	qpug
切实	qpui
且说	qpuo
怯阵	qpvf
切中	qpvs
切勿	qpw
切勿	qpwu
怯	qpx
郄	qpxe
窃喜	qpxi
惬	qpxj
切线	qpxm
窃笑	qpxn
怯	qpxs
惬意	qpy
惬意	qpyi
千篇一律	qpyl
且有	qpyz
茄子	qpz
茄子	qpzi
窃贼	qpzw
求	qq
恰恰	qq
鳅	qqa
期期艾艾	qqaa
求	qqad
鳅	qqah
求爱	qqai
酋	qqb
清清白白	qqbb
千奇百怪	qqbg
球棒	qqbh
求变	qqbm
秋波	qqbo
酋	qqby
凄凄惨惨	qqcc
求财	qqcd
龟兹	qqci
龟	qqd
敲敲打打	qqdd
求得	qqde
湫	qqdh
泅	qqdr
秋冬	qqds
泅渡	qqdu
球队	qqdv
千秋大业	qqdy
群起而攻之	qqev
秋风	qqf
秋风	qqfg
牵强附会	qqfh
囚犯	qqfj
求告	qqgc
求购	qqgz
秋	qqh
巧取豪夺	qqhd
求和	qqhe
前前后后	qqhh
求欢	qqhr
求婚	qqhy
秋后	qqhz
蚯	qqi
囚车	qqie
球场	qqih
清清楚楚	qqii
妻妾成群	qqiq
虬	qqiv
丘	qqj
囚禁	qqjb
秋季	qqji
求见	qqjm
求教	qqjn
求解	qqjp
求救	qqjq
秋菊	qqju
囚	qqk
勤勤恳恳	qqkk
囚	qqkr
丘陵	qql
丘陵	qqlk
球类	qqlw
七情六欲	qqly
糗	qqm
球门	qqmf
楸	qqmh
球迷	qqmi
糗	qqmq
求偶	qqou
丘	qqp
丘	qqpa
球拍	qqpd
裘皮	qqpi
QQ拼音	qqpy
邱	qqq
求亲	qqqb
邱	qqqe
求情	qqqk
秋千	qqqm
求求	qqqq
求全	qqqr
求取	qqqu
裘	qqqy
仇	qqr
求饶	qqrc
求人	qqrf
秋日	qqri
仇	qqrj
秋色	qqs
球赛	qqsd
秋色	qqse
求索	qqso
轻轻松松	qqss
窃窃私语	qqsy
秋天	qqt
球台	qqtd
球体	qqti
秋天	qqtm
囚徒	qqtu
糗事	qqu
求神	qquf
求生	qqug
琴棋书画	qquh
求实	qqui
清清爽爽	qquu
秋水	qquv
七窍生烟	qquy
娶妻生子	qquz
求真	qqvf
求证	qqvg
酋长	qqvh
求职	qqvi
求战	qqvj
秋装	qqvl
求助	qqvu
曲曲折折	qqvv
乔迁之喜	qqvx
球	qqw
千秋万代	qqwd
求稳	qqwf
球王	qqwh
球	qqwq
卿卿我我	qqww
求学	qqx
求新	qqxb
恰恰相反	qqxf
球星	qqxk
球鞋	qqxp
求学	qqxt
区区小事	qqxu
球员	qqy
蚯蚓	qqyb
求医	qqyi
球员	qqyr
秋雨	qqyu
球运	qqyy
秋游	qqyz
求全责备	qqzb
遒	qqzy
全	qr
泉	qrb
全本	qrbf
求人不如求己	qrbj
权柄	qrbk
全部	qrbu
痊	qrbw
颧	qrc
全才	qrcd
